CohortMonth,1
2016-09,1.0
2016-10,166.0
2016-12,1.0
2017-01,475.0
2017-02,1056.0
2017-03,1685.0
2017-04,1489.0
2017-05,2302.0
2017-06,2067.0
2017-07,2513.0
2017-08,2731.0
2017-09,2704.0
2017-10,2889.0
2017-11,4789.0
2017-12,3593.0
2018-01,4636.0
2018-02,4316.0
2018-03,4540.0
2018-04,4421.0
2018-05,4429.0
2018-06,3961.0
2018-07,4043.0
2018-08,4201.0
